Puzzle,Solution,
......4..6....7.....8.....1...8......5.16..49.9..42..6..2.74.9.7.......59.1.2.8..,279531468615487932348296751426859317857163249193742586582674193734918625961325874,
..6..9...5.....49...9547.6.13.7..54.....31..7.....631.4.........15....7..98......,346819725571623498829547163132798546654231987987456312463972851215384679798165234,
...8..9.7...76..54..4..1...5...1....42...5.8.......14....29......25.6....86.7..9.,653842917218769354974351628567418239421935786839627145745293861192586473386174592,
....24.3..6.5.87...1...3..4.....1....358......863.2..1.....7.4........5...4....83,879124635463598712512763894247951368135876429986342571351287946628439157794615283,
...43..8......61...579.1..4.......4..746....1...8.5......1..9..8.3.6........54.6.,961432587482576139357981624598217346274693851136845792645128973823769415719354268,
45.....92...9.....8.6..2..4.....1....48.......7.4..6.........7.5...9..26..1.245.8,453617892712948365896352714639581247148276953275439681324865179587193426961724538,
..1..8...72.....464.....5...9.48.7....2.5..1..672....9...7.........1..27.........,951648273723195846486372591195486732342957618867231459214769385638514927579823164,
..7...8.99...8..754..2....1....47...2.9.65...................566..9.....5....17.2,327516849916483275458279631865147923249365187731892564193728456672954318584631792,
7.9...4.6.5.7...8...4..2..52..57.9...45..9.1....1.................81..9.8..2...5.,789351426152764389634982175216578943345629718978143562527496831463815297891237654,
...31...8..286..9...95...1.63.......518................96..5.81......23.2......54,765319428142867593389542617637958142518426379924173865496235781851794236273681954,
98.3..75..24...8....3....263..4.9.6...62...........9.5.4...2.....9.........75.3..,981326754624517893753894126315489267896275431472163985547932618139648572268751349,
2.738.5......5..6..8.2.9...3.......1....7.9.3..1...8..7......8.....3.7.596..1....,217386549439751268685249317394825671826174953571963824753492186142638795968517432,
28.....94..32...5...........6..3.........9...4......29936..5.4..7...8.....54.7.3.,281753694693284157547916283769832415312549876458671329936125748174398562825467931,
2.............7........6....1.6..94..9....7..36..49..8.8..6..2.17..983....93..8.7,248951673936427581751836492812673945594182736367549218483765129175298364629314857,
4.2.6...1.....7.46...51..8.6...2......1..8....5....1.774....6...1....3..2.67..8..,482369751135287946967514283679125438321478569854936127743851692518692374296743815,
.2...75.18....52..9.62...7......4.2....7....8..79.1...695......2...58....1.......,423897561871645239956213874169584327542736918387921645695472183234158796718369452,
....5...74..8.39..89.71.....3...9...24.1.8.5.....7......7.......12.....335.....9.,123956487476823915895714362731569248249138756568472139687391524912645873354287691,
....53.79.....2.3.........1.92..6....1.4.73..76..319.56....57...7.9....4........6,481653279956712438237849651392586147815497362764231985648125793173968524529374816,
.8..5..9..65..7..49.3..86....1.86........1..3....9...569.........7....48.4.7...1.,284653791165927384973148652751386429429571863836492175692814537317265948548739216,
.418.6........2.91.2...96........85...6........3..5.1.8...3.5..3....4..2.126.8.3.,941876325638542791527319648294167853156483279783925416879231564365794182412658937,
2593..6................158.3....2.7..26.9..........81.1......68.3.......98....257,259378641418569723763241589341852976826197435597436812175924368632785194984613257,
.......65.....8..9..8.......724.....4..9..5.63..5.2.....3...94895....7.2.....3...,197324865245678319638159274572486193481937526369512487713265948956841732824793651,
..........5...7.......93..49....5.6....4.67...42.....37.....8...8.2.9.7...3.6.2.9,894152637351647928267893154978325461135486792642971583729534816486219375513768249,
...8...6.5.2.7...936..21..7......3.5....8..7....196......5........762...6.....21.,971853462582674139364921587816247395429385671735196824293518746148762953657439218,
.9...12...6......5.143.56.8..82........8.4..1.....3....45.9..8...15.2....2.....54,597681243863429715214375698138257469972864531456913827745196382381542976629738154,
3.4.1....1..6.....7......2.46...17....926............9.......5691..5.4.3.4....9..,324718695198625347756934821463591782589267134271483569837149256912856473645372918,
4......1.82.....5..3...1.72...4.6....7......1..6.7.5..5847....3.1....8..3..2.....,497625318821937654635841972158496237973582461246173589584769123712354896369218745,
..1956...2...4.......12..9....28....6.....23...5.9....84.5...6...34...5...2.3..1.,731956824296348175458127693917283546684715239325694781849571362173462958562839417,
.....64....971...8....9....7..9...6......4.5.39.1.8...8.7...1...4...193...6......,271856493459713628683492715724935861168274359395168274837529146542681937916347582,
4..2....6718.......6..8.4..6....2.9...2.39..7..3...8.......437...........8.6.1.4.,439215786718496235265783419671842593842539167593167824156924378924378651387651942,
.2.....86..5..6....8..4.....73...4....2..45.3..6.72..8...5.1....3..2.....4..83...,324715986795836241681249357973158462812964573456372198267591834538427619149683725,
.76.....1..4....6..........3..14.7......7.935.9...6....15...2...4.5.21.92..7....3,976435821524891367138627594352149786461278935897356412715963248643582179289714653,
......6.1..14.7..8.....35...7........8.....2....2..4...28.5.3..3..1....41....476.,739582641651497238842613597276945183584371926913268475428756319367129854195834762,
.2......4..84.3...7...29.5......17...3..7.1.........48....34.2.....5.9..1..8.7...,329785614568413279741629853685341792234978165917562348896134527473256981152897436,
524.3.1..7.16....5....4........26..1652..7....8....4...7.......8...5.........43..,524739186731682945968541723493826571652417839187395462375168294849253617216974358,
.594...3.....9..18...325.......4...2..3.1285....8...7.......9.5.94.7.32....1.....,759481236342697518816325794578943162463712859921856473137264985694578321285139647,
9.87...5...2..1.6.7..2..1.....8.5..........1.....3..758.5.6..9.3...7.6....1..9.3.,918746352452391768736258149647815923583927416129634875875163294394572681261489537,
......273.....8.6....46...1...19.83...7.3.......6.4..9.18...32.4....6......3..7..,846519273931728465725463981654192837197835642382674519518947326473256198269381754,
.....9..65.....8.4.845....1...86..9.418...............27..1......5.9.7.2..6.....5,731489256529176834684523971352864197418957623967231548273615489145398762896742315,
..84.........1..3..34.291.5.4....328..9..56.........5..8..5.9......31......98.4..,158463297962517834734829165547196328829375641613248759281654973496731582375982416,
..8.2..3....3.1....6...5....4..6...2..3...9...25....681...5...9.5....8......8..41,498627135572391486361845297847569312613278954925134768184753629259416873736982541,
3..9.8......4.....6.4.7..3...271.8..8....26..4.7...2..2...39....31..7.64.........,375968412129453786684271539962714853813592647457386291248639175531827964796145328,
.2.46...1..4...79.....1.2...5....43...1...9.5.....96...13...........5...46.2..1.3,928467351134852796576913248659781432741326985382549617813674529297135864465298173,
9....6..36...17.......8.74........3887..3...41...94....51....9..9..61...36.....8.,987426153634517829215983746546172938879635214123894567751348692498261375362759481,
7....2....3.1..5.......3........72..17.6.5.8..2.8........2..1....9..6.3...3..1958,758962413632148597941753826896317245174625389325894671587239164419586732263471958,
.....79....8....6.926....7.5..7..6....2.....9.69...12..5..647..2.1....4.......5.1,435627918178935264926841375514792683782316459369458127853164792291573846647289531,
56.1...4....43.........6..91.4.7.5.....6...1.39.8.....8.......5.....1..345..9....,568129347917438652243756189184972536725643918396815274831264795679581423452397861,
....68...9.......88..4..72.6.....58......16......84..9...25..7.....764....7...29.,172368954954712368863495721641937582398521647725684139416259873239876415587143296,
.....4.6..7......8..8.51.4.6.4....7..8.2.6.............637.8..1..1..2......4....2,152874963476923518938651247624189375785236194319547826263798451541362789897415632,
...68.43..34..2.9.89..4..75.....376962....3....98.....9.........7........8.92....,752689431134752896896341275548213769627594318319876542965438127273165984481927653,
......75.......2.8.6.5.....3.1.4..7..54.3....68.....3...8.52....2......1.....648.,249813756135769248867524913391248675754631829682975134918452367426387591573196482,
5...1...83.6.475...82.63....51.8.7.6.4..7.2.......6.14.......73..5....2...7......,574912368316847592982563147251489736648371259793256814869125473435798621127634985,
..4.......5..6843..6..3.2.5..6..5...23.........9............1.882...65..94..2....,394152786752968431168437295416285973237619854589743612673594128821376549945821367,
..8.149....9.2..........51....432....5........6.9.8..4....8.......5.9..8.943....6,528714963139625847647893512981432675452167389763958124375286491216549738894371256,
..4.2.9..8.75.4..6.9.63....93.8....2..5......7.2.6.34.4.3.82..7.................3,364721958827594136591638274936845712145273689782169345413982567278356491659417823,
64...........84.2.....1..642981.5....61.9....7...2......2.41..747.86....9........,647259813135684729829713564298175346361498275754326198582941637473862951916537482,
8.....46.7..89..2..5...4.17.2..........7..6......1..8.9.1.6....4....7....6.28....,813572469746891325259634817627348591198725643534916782971463258482157936365289174,
.5.......421......7...5..4.6.7..3..5.......6..14...2....362..5....49..1...2.759..,358749621421836579769152843687213495235984167914567238893621754576498312142375986,
....24..3.19....4.2.....5..14.3....2.3..52.....8..1.9.58......1......83.......6.9,857624913319587246264139578145398762936752184728461395583976421691245837472813659,
8.1...6..39....15.....8.2.....168..7.853........7..3...5..1..6...6.......378.....,871532649392674158564981273243168597785329416619745382958213764126497835437856921,
.............164.....7953.6..5.....8.6.9.8.3....1..96....84.5..3..6....48...7..93,613482759579316482428795316935267148164958237287134965796843521351629874842571693,
.4.3..........7........65..8.7.....6......3.....6.92..7.8.95.....9..8.7...6..4.2.,945382761681457932273916584897523416562841397314679258728195643439268175156734829,
62..439..........6.3852....57.9.8..2....6.43.....7.....9.3.....7...5...9.85..9...,621743985457891326938526741574938162819265437362174598196387254743652819285419673,
.4....3.........24.7.....85..8...9.2....48.....6.521...5.12..3.1....4....8..9...1,845276319619835724372419685538761942721948563496352178954127836163584297287693451,
8.....6.....63...2..4..28.7.2...9...4...53.7..8...7....3....7.8........99...4.5.3,852974631179638452364512897725169384491853276683427915536291748247385169918746523,
92.......7458......812...4.26..94.5.45.1.2.78..........7...8............19.47..8.,923647815745819236681253749268794153459132678317586924572368491834921567196475382,
.....3..44.32....91..5...8.3.78.5....9.........5.2...1..19.........7....2...4.8..,978613524453287169126594387317865492692431758845729631761958243584372916239146875,
.....4......5....145..7..2..65..8...1..2...7...9...5.6.....9.....24.....741.8....,913824657827536491456971823365798214184265379279143586538619742692457138741382965,
64..2.....89.4.6.13.....9.24....2.8581.........5.......32.5.49.......3..9..16....,647921853289345671351786942493612785816579234725438169132857496568294317974163528,
..57.4.1..27.9....4.9...3.5954.3.2....31....9.8....7.......14.....8.5..3.........,835764912127593864469218375954637281673182549281459736596371428712845693348926157,
.5..3..........16.3....62..4..851.2..3..6..18......4..........26.942.8.1......95.,156238794728549163394176285467851329932764518815392476583917642679425831241683957,
28.6.3...........6.....5.19.3...2..5......6.4.2...4...9.6.2.4.....3.....34..1..8.,281693547594271836763485219438762195175938624629154378916827453852349761347516982,
.825.7.9....4...8....3.2.6..358...........37.6.9.........9.8...96...5.387..2.....,182567493356491782497382561235874916814629375679153824523918647961745238748236159,
...82.69.9.3...1..........2.6..4.2.1......9.....1.8.37...48.7..6...72...1.76.....,715824693923756148846319572368947251471235986592168437239481765684572319157693824,
.4....7.....96....6...1.....3....98178.......1...5....3..68..9.....37.6..5.....4.,948523716517968234623714859435276981789341625162859473374685192291437568856192347,
9..5..4...6....7..578.3...9.94..68.....2..3....3....2..........7.6......34..8.2.5,931567482462198753578432619294356871857214396613879524185623947726945138349781265,
267......89..3..........7..3....9..5...........48.6..34..3.....5..768.3...6..427.,267481359895637412143925786381279645659143827724856193478392561512768934936514278,
.......3....6..5.1...4.....4.2.....6.9.14........76...3.1..245..7.51..9..5....6.3,967851234843629571125437968412395786796148325538276149381962457674513892259784613,
36.9..5...1....4....4.....848..9.7..97...8.1...61.7....49.56...5..73.............,362984571815673492794215638481392765973568214256147983149856327528739146637421859,
4.5..........7.98..8....6..1...8679..62..9..1.9....8.52......7.9....4.1.......4.8,435698127621475983789213654154386792862759341397142865243861579978534216516927438,
.2.....95.......6....235....4.87...32.....6.......38.9..85.9.42....42.........7..,124687395835194267769235481941876523283951674657423819378569142516742938492318756,
...........69.....4.8..3.677.9.....132.....8.1..72...6...19..3...3....4..9.8.....,957486213236971458418253967769348521325619784184725396642197835873562149591834672,
...2.45.33.215..8..9......1249..................5...7275...8.1...1...4..48.....5.,817264593362159784594873621249687135175392846638541972756428319921735468483916257,
...63..27....2.1..2.4....39..7..6.......4....3.95.........5..9..72.....5.5.9.241.,198634527735829164264715839487196253516243978329587641641358792972461385853972416,
.......56.412...........9.12..4...95.53...8....9......81.9..4.....3.4.8.5..68..2.,798143256641295378325876941286431795453769812179528634817952463962314587534687129,
8..4.6.......9...........32.1....683..8.2.1.4..........4123...93.97.....6...1..2.,832456971175392846496187532214579683758623194963841257541238769329765418687914325,
.....93...3..4..2..6..1..89.439..7.6..87...347...2......9.....8421...............,814259367937846125562317489243981756198765234756423891679132548421598673385674912,
.....1.3...6.5984..4.8......825.........2....4....31....5.9...1.1..4...286.......,578461239136259847249837615382516974691724358457983126725398461913645782864172593,
....987...2.4...........3...8......5...5..29...9.2418.8..3.5.2.9....7..4.37...85.,345698712128473569796152348281936475473581296569724183814365927952817634637249851,
6.5.2.1.7.28.5....31.6.8......5.7.......3.6.5..3........2..3.5....8657.9....7...8,695324187428751963317698542269547831841239675573186294782913456134865729956472318,
1.....5..57..3..1.......8.....42.13......9....5.......4..8...7..3.29..8..85..74.1,129748563578936214643512897897425136314689752256173948462851379731294685985367421,
.9....1....1....28..8..9...86...5..151..8..9...2.......2.5...4...3..8...9.41..6.3,695832174371654928248719365869245731517386492432971586126593847753468219984127653,
...8..6......6..199..7.4...3...5.1.8.97....3..483...95....9...4...6....3...5.3.6.,421839657873265419956714382362957148597481236148326795635192874719648523284573961,
3..72.....28.63....1.....37.3......116.97....8.....569.87...........8.1........95,395724186728163954416859237539286471164975328872341569987512643653498712241637895,
..3...27...8..149....8.......9.47.864..362..9...1..7..8........2...9...7..6.....2,613954278758621493942873651129547386487362519365189724874216935231495867596738142,
...1......85.............32.5..3....7...825......4..97..4.9.21...3..84.5...2.....,392167854185423769647859132459731628736982541218546397874395216923618475561274983,
8..........9.......3..28.7...2.897....3.1.26..7....1...87.6.92.6.........513..6..,815673492729541836436928571162489753943715268578236149387164925694852317251397684,
.........86.3.....35728..9...8.5....12.67...8.....9.1.6.2..39.77....8....1.72....,291547683864391275357286194438152769129674538576839412682413957745968321913725846,
7....3..6..36.....9.5.......7..3..4.3.491.8..8...47.5........8..9..7.534.5...8...,781593426243681795965724318579836241324915867816247953137459682698172534452368179,
............571.4.3...8.1..43.29.8..1....5....2..387..9...........7..325....4...9,741326598698571243352984176436297851187465932529138764913652487864719325275843619,
.291...3.3.19.5...6.............7.......9..6......2517968........5.....31.35897..,729164835381975642654238179412657398537891264896342517968723451275416983143589726,
.....1.2...19.7...8.7.5.9......9.7....2..41..4....2.5617...9...9.46..51..65......,596381427231947685847256931683195742752864193419732856178529364924673518365418279,
..1....65......4......5..97.19.46.5..37..9.....53.7..1.9...1.........37...3.9.6.2,741983265956172438328654197219846753437519826865327941692731584184265379573498612,
52.1.......1..42..8..95.1.6.5...69...3.891...6.83..........3.21..6....53.........,524168379961734285873952146157246938432891567698375412749583621286419753315627894,
53....6...1.76...........3..6..2.3.1......46...2.5...7...3.8.2......68..6...45.73,537982614814763295926514738768429351195837462342651987471398526253176849689245173,
.2.....8...69..3....9..4......82.9...6...5...3...7.5.4...4.78....8.....6...3.2.4.,123756489746918352859234617574823961962145738381679524215467893438591276697382145,
5....9.3...8..694..9.7...8.7...91..5..3......419.5....3.........7.8....3.41..5...,527489631138526947694713582786391425253648719419257368365172894972864153841935276,
.53...4.9..93...6...8.5.1.......3.24...8146.3...6...9..9..4..16.4...........2.5..,753261489419387265268459137186593724927814653534672891892745316645138972371926548,
..9...2......85...31..9..8........3..24......8.6..1..5..3..........549.15....26..,489173256672485319315296784751649832924538167836721495143967528268354971597812643,
.9.436......1.24...........4....1.2...5...6.8..9...3...4......2.1.39...55..8.4...,891436257756182493324579186483761529275943618169258374948615732612397845537824961,
9.1.......27.61....8..9....1....2....524..8......8...7..9.46.8.6......5.....7..21,931257468427861395586394172168732549752419836394685217219546783673128954845973621,
...2..5...9546.8.723.......4....9..8....4......96.8..5..6.2.....578........7.5...,674281593195463827238957164461579238583142976729638415816324759957816342342795681,
..4.73.........458..8....3...54...........58....1...7.6.9.1.34.85.9..6.1.3......5,564873912273691458918245736795482163142367589386159274629518347857934621431726895,
...3.........79...3.7.61..5.26..3......9.....4...27..9.....4...53..9.21...2...967,864352791251479386397861425926143578713985642485627139679214853538796214142538967,
.........6..9..71.781...4..1.8.6..9..2......79......24..71...62.9..8....3....4...,439871256652943718781526439178462593524319687963758124847135962295687341316294875,
6..21....9....6...2..57.3...6...1.7.7...5...95.4.2.61..9..43......1....2.5.......,673219854945386721218574396869431275721658439534927618192843567387165942456792183,
.5..6...7.9.5.........9.43.5.6...1..........69.13........2.3.4.2.......11..4..57.,352864917497531268618792435576948123834125796921376854785213649249657381163489572,
...8.3......62......8..9...6.3.5.8..924.....3....3..2.3..78.9.4.6..4...2..5..2..8,196873245437625189258419367673254891924168573581937426312786954869541732745392618,
..5.7..8.47..2861......9..........61..9.1.25..6.7....4.5.182....8..57.......6....,695371482473528619821649375538294761749816253162735894356182947284957136917463528,
..6.9...82..7.5..6....6.92......6..7..2....4...427..1.9.74....1...15.8...........,546392178289715436371864925135946287792581643864273519957428361623157894418639752,
682.......5..8.1.....6...9.5..4...2...9.6.....1..29385165.....22.....961......4..,682197543954382176731645298578431629329568714416729385165974832247853961893216457,
.3..........527.....91.45...91.78........9.....74.....3........2.4.....7..824.1.3,532986714146527398789134526691378245423659871857412639365791482214863957978245163,
.......4.....4..36........2.2.....144.3.7..9..17..9.....286..7.8....1.2.3962.....,635928147281745936749613852928536714463172598517489263152864379874391625396257481,
.8......413.5...67....7......8.2....3...8.156.74..1.38.....5.....5.32.8.......7..,987263514132594867456178392518326479329487156674951238891745623745632981263819745,
.6.82.97.7.4..........9.......1...........6..61.7....84..9..1879.....43.....73..2,365824971794631825821597364249186753578342619613759248432965187957218436186473592,
9......4..46..3.....76......697.....2.......5.3.2.4.96.....5.6..7391....59......7,958127643146593728327648951469751832281369475735284196812475369673912584594836217,
.6.....758796....2...3......3.5.9..76.........9.721.5...5...9.1....3......6.9....,163982475879654132524317698231569847657843219498721356345276981982135764716498523,
.....794..548.6..29.......6.....27.3.2...4.8..7.35..9........38..5...6.....7...2.,286537941154896372937421856548912763329674185671358294762149538495283617813765429,
.827..5.....8.39..5.7.....4....9.....5.......8.4.....792..65.....6...2.....47....,382749561641853972597216834213697458759384126864521397928165743476938215135472689,
76....5..5.....2.......9...6..87...3.4.....8...75...6.3..4....7.2..6......8.3..94,769124538531687249482359176695872413243916785817543962356491827924768351178235694,
..7....3......154......5..8....8.1.6..34.7..2.5..12...1..6..38........17..8..4...,597846231682731549431295768724583196913467852856912473175629384249358617368174925,
45....1..63...4.....7...............52.6.......6497..57..9.1..........23.93.....4,459386172631274859287159346974825631528613497316497285742931568165748923893562714,
8.....6...1.......5.4.2978.......8.6.57..6.12....9..7..........79...5...6.2..84..,873451629219687345564329781921574836457836912386192574145763298798245163632918457,
..2.8..1....1........6.3..95..3....1.....168.69..5..2......8..32....5.......6415.,372589416964172538185643279548326791723491685691857324457218963216935847839764152,
......839.1........7.283.5....8....6...6..37.....152....1...5...6.3.7.1.7....296.,652471839813596742974283651527834196148629375396715284431968527269357418785142963,
45.78......2..5.....39.....1.9.27.3......4...2..39...8......3.4.8.2........53.9..,456783192912465873873912546169827435738154269245396718591678324387249651624531987,
...1.3.....8.2.........867..2..75.....4.8...2.....6.8...5...23..6.5....4.....2.61,576143928938627145241958673829475316614389752357216489195864237762531894483792561,
6...2.......8...79.479..6..46....8.17.9....42..1...3......36....3...........8.7.4,698327415315864279247951683463275891789613542521498367174536928832749156956182734,
9...........912.7...73....4.2..9.53..53..7.4....83...74..1....8..9.......1.......,931746285845912673267358914728491536153627849694835127472169358589273461316584792,
..4.....3.8...2976.7.......8....7.4.2...........8.952....4..6.7...9.....5...26.8.,624795813385142976971683452856217349219534768743869521132458697468971235597326184,
7.6.......256.....9..42...7..........79..4..3.327..4.6....7.21.3...6..5..9.......,746189325825637941913425867458396172679214583132758496564873219381962754297541638,
9..27..842..5....7.6..4..9.6...........398...........33.7...4.....72..39..9.8...2,915276384284539617763841295638452971471398526592167843327915468856724139149683752,
.4.61.8.3.38....1.7..8..56.....7.........6425...........71....2..2..5.3...436.1..,245619873638457219719823564596274381871936425423581796357198642162745938984362157,
1..5...4.....46.8...5..3.....19.46......819..........8..8.9.1..5...3.49.73.......,186579342273146589495823761821954673367281954954367218648792135512638497739415826,
8..3..14.5..........2.5.3..3.8.6..2.75......16..7458.....43........2...6...1..2..,867392145593814672412657389348961527759283461621745893275436918184529736936178254,
1.837.......8....3.7..2.9...5..47.3.4..2.....2.9.3....32.589.7.......5...8..1....,198374625642895713573621948851947236437256891269138457326589174914763582785412369,
.....7...8.....1.....6..4....6.43.1.......2..32......7..4976.....31...2..673.28..,641527983872439165539618472796243518418765239325891647284976351953184726167352894,
4...5..69.1......46......8.34.1....61.75.9..3..563.......3678...8......5.......9.,473258169812796534659413287348172956167589423925634718591367842286941375734825691,
7........45..7........1......6..9.84..718..5...9.65..7..8..6.9.......1...9.35.6..,761528439452973861983614725516739284347182956829465317178246593635897142294351678,
.......422...6.985...5...1...68.312..3...4.569.2..58.............84.6.9..9.2.8...,165789342247361985389542617456873129831924756972615834523197468718456293694238571,
32.5.....8.....7.2..6.3951.......18.....2.6...7.89.....5.1........372.......5...7,321587496895614732746239518932765184518423679674891325257148963469372851183956247,
.4...36.5..2.563.......8.7..25.3.....18...267..6....3..3...18......4.....7.......,147923685982756341563418972425637198318594267796182534634271859851349726279865413,
3.9..56........5.96.2...14....6.....1..3.9.85....2....48........139..4629...5....,379145628841762539652893147235618794164379285798524316487236951513987462926451873,
3....76.4...6....757..4.1....54...7.2.1.6.....8..354....8.72...1.....5..4........,392157684814623957576948123635481279241769835789235416968572341127394568453816792,
1...3..2...34.6.7.49....8.....378...........2.86..1...9..2..6.87............9....,167839425823456971495712863214378596379564182586921734931247658742685319658193247,
5...7....6.........27....8.95.....76....2......67.93.4..4..2..3.8......92.56..8..,549278631638415792127963485952384176473126958816759324764892513381547269295631847,
..6.3....4....6....2.1.8.5......4.7....8..52....25..3.86....2.1...7.....1.34...8.,586937412431526897729148653352614978914873526678259134867395241245781369193462785,
.......9..1...764..9.6857..5...........34...71......3.....9387...67....4...81....,765124398812937645493685721534278169629341587178569432251493876386752914947816253,
.726....9.9....3..5.....87.8.....2.763.....5...4...9.......9.32...87..9.......4.8,372681549198457326546392871851943267639728154724516983485169732213874695967235418,
..9.187..6......29.1...2..6..7......3..1....7.6..2.38.....9...1.......5..58...6..,429618735685473129713952846847536912392184567561729384236895471974361258158247693,
3..26..1.1..58.4...46..95......2...3..........6.1....2.3.....4...49.....295.3....,358264917129587436746319528481725693572693184963148752637851249814972365295436871,
.......8..1.45....5.2.....6.6...3491...5............25.396...5.....8.6.2...3.4..8,647291583318456279592738146765823491123549867984167325839612754471985632256374918,
..7.....23...51.....439.6......46........214............54......9..2...54.267.3.1,917864532368251974524397618271946853859732146643518729135489267796123485482675391,
1..7....5.2..48....3....7....3.........421...64.85...241..8......713.......6.7...,194762835725348196836519724253976418978421653641853972419285367567134289382697541,
7....1..989.4......31.27.......3.....1.8..52.....9.178....13782.......4.2........,745381269892456317631927854587132496916874523324695178469513782173268945258749631,
.....5...9.2..168.58.2......5.........9.....18.41...2......41.36.8...4..2...5....,413685297972431685586297314157942836329568741864173529795824163638719452241356978,
...3.......9.2..1.8.....6..378......25.........18.......2.1......6..95.8....36.72,167385294549627813823194657378952461254761389691843725732518946416279538985436172,
.2...1..6........3..7..68.1.78......9........41...73.9.61..8...7..1.9.6..8.7..2..,825371496196485723347296851678932145953814672412657389261548937734129568589763214,
........431..6.928...32..16.4.1....215.2....32....319..2...5..9....89.........8..,682971534317564928495328716943157682158296473276843195824715369531689247769432851,
1.5...8.99.43.8.1.2..4..5.......2........3.8.....4......9......8..2.7..3.2..91..7,135726849964358712287419536756182394412973685398645271679534128841267953523891467,
..65....2.971.6..34.............3..46....7......6.1.9..3.245..61......2........7.,316574982297186543458932761971823654625497138843651297739245816184769325562318479,
.5...9..7.3....48...785..6..95..4...2..5..6....3.97..8.2.......9.........843.....,852469317639712485417853962795684123248531679163297548321948756976125834584376291,
..72...5...1.9.76....14....64.....128..9...........9.8...6...2.....15489........5,497236851231598764568147293649873512872951346315462978953684127726315489184729635,
.....18.4.....819...46...3.1.....3.........49..9..6.....3...72.4..8.2.63.8.79..1.,965231874327548196814679532146925387258317649739486251593164728471852963682793415,
....985....5....1.94...2...8...6...9.572...........4..4.2............157.79...84.,163798524725436918948152736834561279657249381291387465412875693386924157579613842,
63..87......4.6...1.7.2.4...7.8.35.1........43..7...........1...5....87....6...23,634187259528496317197325468276843591819562734345719682963278145452931876781654923,
......13.....4..8...6...9.........7....5163...45.9.8..6.9..451...3..94....7.31...,584967132192345786736128954961483275278516349345792861629874513813659427457231698,
