Puzzle,Solution,
.21.73..4...94..8...481...7....9.....3......8.8.....1..1..3..9.25....87..97....5.,821573964375946182964812537146398725539127648782654319418735296253469871697281453,
.....3....2.4.15.9......2.44......9...3.7...1792..8.4.1.....8.7.3........54......,945723186328461579671859234416235798583974621792618345169342857837596412254187963,
.1..6.89...8.2.1..6....5.3..623..7.8.5768....8..2....17.9...6.5......3...........,215763894378429156694815237962351748157684923843297561739142685426578319581936472,
.2..3..89...4.5.61.....2....48...9...52...1..6.1..8.......9....9..5.1..3...364...,524136789839475261176982435748213956352649178691758324463897512987521643215364897,
.3..1.......7.......1.8......4.7..5.3.7.524...5....1..2..1.7.8..8.6...4...384...5,738216594526794831491583726864371952317952468952468173245137689189625347673849215,
......3........86.....61.2.29.67....1..8.59......2...7..39..2....5.16.3....58.7..,526498371741352869839761524298674153167835942354129687683947215975216438412583796,
6...32.9......67....31....2..75.318.2.97.16...5.8...........3....8....7........56,675432891812956743943187562467523189289741635351869427596274318138695274724318956,
.....9...9.45.2..3.5731....2..7.5........3.54...........39.41.5..8...49..7......2,132849567964572813857316249241795638786123954395468721623984175518237496479651382,
.9......118725....5..........6......92..76......1.4.7..6...7..2....98..4.594...1.,692743581187259463543681729716935248924876135835124976468517392271398654359462817,
......76.9..53............1.4....63...79.4.1.....6...4....7........1.458..3859...,584291763961537842372648591849125637637984215215763984158476329796312458423859176,
.8.4....2.14...3...9..71..4..1895..........1..23..7.....7.38.51...14.........9...,785463192614982375392571864461895723879324516523617489947238651258146937136759248,
....5..7.6..8........6.7....3.51...8.56....4.48..3...98.3.....7..9..846..4...1..5,394152876675843291128697534937514628256789143481236759863425917519378462742961385,
5..4.3.6..897..2...3..2.5.7......62......9..4....568.3.......85..8..239....3..7..,572413968489765231631928547315847629867239154294156873723691485148572396956384712,
.8.19........57.........3....7...5.88.4.2.9....357...27...1...4...94...5..9..3.8.,385196427426357819971284356217439568854621973693578142732815694168942735549763281,
.....84.6.9.27...8.659.....9..4......74...3...5........3........2.543...7.6..2.8.,217358496493276158865914732982431675674825319351769824539687241128543967746192583,
.9...26..........8...6.4273.....7..2.4.3...6.3...6..81...9..8.792.74..3.......91.,793182645264573198851694273689417352142358769375269481416935827928741536537826914,
6.47.8..2.2..9...17.9....68.86.1..2....8.9..5.....4.9....45.......2.1.8......6...,614738952328695741759142368986517423432869175175324896867453219593271684241986537,
.6...5..9.29.1.3.618.....2.9....6..8..1..3..5.3...96..8......9...6.........8..2.7,764325189529418376183967524952146738671283945438579612817652493296734851345891267,
.....1..5......213.6...........951.6...4.6957.....3.......54......6..57.1.32.7.6.,832971645749568213561342798427895136318426957695713824976154382284639571153287469,
.....65.....1..9.8...857.1...95........3.8...7.........8...5.9.6.129..7.5..7..32.,812946537475123968963857412349562781156378249728419653287635194631294875594781326,
...9.6......5..6.....12..83.32........94..5.............3.8492......5.4.68.2..13.,748936251321548679965127483532891764879463512416752398153684927297315846684279135,
...1......5.9..327....7..643.7....16..4....92....5..3....3.4..919.2..6.......92..,746123985851946327923875164387492516514638792269751438672314859195287643438569271,
51....2..284.156......7........3..2.........1.5..6.....38......6.1..2.35.......74,517896243284315697396274518149538726863729451752461389438157962671942835925683174,
1....5.8953...7..4.48..2..39..18.............7.4....1.27.........1.58..2.95.4....,127435689539867124648912573956184237312579846784326915273691458461758392895243761,
...1.8..4..6.2....1..9.4...7..2....15....97.8..4.76.5......5........1..54.7....6.,273168594946527813185934276798253641562419738314876952831695427629741385457382169,
.498....................5..51..7.3...38..69.1..6..8..47...6..93...5.4.6......91..,349825617657193842821647539514972386238456971976318254785261493192534768463789125,
5.981.3......7..9...4.....8...5...4......2..9...98.1......5.21.3....4.7....2.....,579816324283475691164329758692531847817642539435987162946758213328164975751293486,
1..6......5....9..9.2..1.64...5....24..38...6..3..2...........3.98.14......26....,134695278856427931972831564719546382425389716683172459267958143398714625541263897,
.............5.4.....8.35.93..4.6.911....9...8...2..3.6841....2....6.....2.3...54,593642187218957463476813529357486291162739845849521736684195372735264918921378654,
51.4.....4.7.......2........72.....4..6..7..81..6.32.......8.3.3.1..65.2..5...67.,518469723497352816623871945872915364936247158154683297769528431341796582285134679,
7....4...4....1....598........9.8.3.1...2..4..9...3.82.1...5...5..4..8...4..8.27.,761354928482791653359862417275948136138627549694513782816275394527439861943186275,
.....2.........278...7..51....3..7...5....13.8...65.......5936...621......1.8..9.,715892643694531278328746519169324785452978136873165924287459361946213857531687492,
....6751.....2...8..1...7.........8...2.....4.4....3.712.....4.3..6....27.5.8..6.,238467519967125438451398726573946281812573694649812357126739845384651972795284163,
.9.1.6....248..6.9..5...........291.9..6.752...8.45..6.....9.7.5................2,897156243124873659365294187756382914943617528218945736681429375532768491479531862,
...3..4.......2..6........8..5.84....7..1..243...6...5.2...86...584..7....67....3,862395471431872956597641238215984367679513824384267195723158649958436712146729583,
.1.3.9.4...624.....295........46.............1.......6.7..315.....9......4172.93.,815379642736248195429516387587463219264197853193852476978631524352984761641725938,
3...2...9..8..7...672.5..3.........3.2....8.5...2..7..7.68..5...85....96.....91..,351428679948637251672951438567184923429376815813295764796813542185742396234569187,
7..6.5..93.4.825.....9...7...8.7..966...........52.8.4.2.......4.6......583....2.,712635489394782561865941273258174396641893752937526814129357648476218935583469127,
....6.1.....41....3.27.......4.869...6....7.8...27.41.......82...9......1..3..69.,497562183856413279312798564574186932261934758983275416735649821629851347148327695,
..8..1..3.1.....982.4.86...7.......11.....78........39......9....267....89...4.27,968751243517243698234986175723498561149365782685127439471832956352679814896514327,
..2.4...8.....2....4...3....1.2..36...6......58.......6....1.2..2143.8.54..8....9,162549738395782146847613952719258364236194587584367291658971423921436875473825619,
1...4...27.35..91...5.9.3.4........16...34...5.1....2..........2.9..756.4........,196743852743528916825691374974852631682134795531976428358269147219487563467315289,
.1.7.3.5...46..8..7.51..42.17.......5...8.2.6...3...4..3.2....88.............1...,218743659394652871765198423179426385543987216682315947931274568827569134456831792,
3..9.87...94............8..6.8.5...35..64.....3..9...1...............386.8.3.791.,356918742894276135172435869628751493519643278437892651963184527741529386285367914,
.82...5..1.....36..67395......5........1...2...893.....7......8..9.6...3..627....,382614597195728364467395182921547836734186925658932741273459618549861273816273459,
4...6.93...5.9.4.8....7...2936........87...9..5.34.......2.....2.9........7....6.,471862935625193478893475612936581724148726593752349186364217859219658347587934261,
3816.....6....7...........85......8.7.92......1...596.2..351....637.9...9........,381694572625187349497532618546913287739268154812475963278351496163749825954826731,
2....1.68.3.8..2...7........5....98.7..2.31............85.2.7....3.9...1.6..1.3..,249731568631845279578962413354176982796283145812459637185324796423697851967518324,
...91..8.......645...5...9..2.65........3.......298.1.5..1.6.3984.....2..6......4,635914287291783645487562391324651978918437562756298413572146839849375126163829754,
8...643.2.76..1.....358....15....7....2.....3.8....615.......7......2..14......58,815764392976321584243589167154638729762195843389247615528413976697852431431976258,
..4.59.....54....8.......6.....78....4...6..9726........8......47..23....9.5.76..,684759312235461978917832564159378426843216759726945183568194237471623895392587641,
68.25............4..53.9......4.........97..6.4..2...9..98...6..2..4.9..5...6..32,687254193293716584415389627962435718358197246741628359139872465826543971574961832,
..6.78..4..4.....5.2....396..2.59...9........5.7....2.6.........8....479.....35.8,356978214194632785728415396832159647961247853547386921675894132283561479419723568,
...3........915.3...327.9.1......71....7......5.16.2..1.2...34.6.7...5..93...2..7,519386472274915638863274951396428715421759863758163294182597346647831529935642187,
..2.1...3.........9..532....59....3868.....25.........875.2....36.7.8......6.5...,742916853536487291918532674159264738683179425427853169875321946364798512291645387,
.......73......148.4........28...9.1.3...........6..8.7....9.34..6.24.....48.17.9,169248573572396148843517692628473951937185426415962387781659234396724815254831769,
...1.2..8.82...6.77.......12.34...5..14.8..3.5............6.21.3........627.....3,436172598182395647795648321263417859914586732578239164849763215351824976627951483,
4.2.....16..8........5..28...1..........8.43....96...592....6.4..5...1....3....59,482736591659821347317549286271453968596187432834962715928315674745698123163274859,
58.4...1..3...69.5.9.2....3..3.9.5.22..1...4.8.......6...3246.................3..,586439217432716985791285463143698572265173849879542136917324658358961724624857391,
......15.5..1..496................7816.34...995..6.......6..........7.81...59.7..,493826157582173496716459832234915678167348529958762314379681245645237981821594763,
.2.8.7....3....8.21.....9...8....1.3.9..3......45.......5.....987....4.5..9..432.,426897531937165842158342976582476193791238654364519287245683719873921465619754328,
.....3..1.....86...........3...169....69.......53..8.7..38745.......5.1..496...8.,984763251732158649651429378378516924426987135195342867213874596867295413549631782,
..6...4..........9...36...5..7.2..14.29...3.....7..6....4..9..2...4....3...157...,256978431438215769971364285687523914129846357543791628814639572765482193392157846,
3..42.7......57..9.2...61...........745...9..9125..3...7.369.....3.4....194......,389421756461857239527936148836294571745613982912578364278369415653142897194785623,
319........4.2......86...5.....1.5...3...81..4...5..935.3.6.....2.483........9...,319845627654927831278631459962314578735298146481756293593162784127483965846579312,
74..6.9..6....2.4.....94.31.75..........2....4.9.16...1......2.5.7....1.....43...,743861952691352748852794631275438196316927485489516273134675829567289314928143567,
........4.3.4.281..7..3.65..1...6.2.82..75.4.......57....3.............5.4...7.3.,251768394639452817478139652715846923823975146964213578582394761397621485146587239,
9......6.78.4.3.9..6...74.....7......4..2........4.2....9.52.83.2.6....9..6.7..5.,954281367782463591163597428295716834347825916618349275479152683521638749836974152,
8...5..9..7....2....9.4..6.94......82.........8.......5....2.497..6.95.33...856..,832756491476198235159243867943561728217834956685927314568372149724619583391485672,
....2.84.......6.73...1....541......7.....324......7....8....35..2..8...1.6.3.4.8,617925843295843617384617592541372986769581324823496751978164235432758169156239478,
.4...25762...4...81...8............4..........7..5....7.3..1.4.5...378.2..846...3,849312576256749138137586429695173284381294657472658391763821945514937862928465713,
.4......7......3.2.........9.48......5..3..1.2....1......1.5.8...7.49.3159...27.4,642513897185796342379428156914857623756234918238961475463175289827649531591382764,
.2...1.....43...1..81.97..36..7..2...7..8..49..9.....8..6...4...............4.3.7,923561874764328915581497623648759231172683549359214768836175492497832156215946387,
...27.9.37.6....1....4.1.7....62..3......51..6...3...9...796...4.....6.2........5,541278963786359214239461578915624837374985126628137459852796341497513682163842795,
.......5.3485............3...4...27.7..98.31.9.31..54..59......1...5..8...2.79...,276493851348512697591768432814635279725984316963127548659841723137256984482379165,
8..42.....635.....25.3......8......24..6..5.19.2.....31.695..2....16...........4.,891426735763589214254371869685713492437692581912845673146957328328164957579238146,
..7..924.......53.9..4..1.....942.....6..3......71........27...2..5..39..3.6.4.7.,357169248641278539982435167718942653496853721523716984869327415274581396135694872,
2..41....35....4...6..32......37..4.67....95.9.4.653.1.....6...1...5....59..4....,289417635351698427467532189815379246673124958924865371732986514146753892598241763,
..7.82.3..8.6...5......5..8.53........8...3..96.1..2...2.......1.5...9..37.9..1..,597482631482613759631795428753249816218576394964138275829361547145827963376954182,
3......8..5.1.3.7.1...72.565.......3..2.5...9.9.8..61.8..2.7...9.............6...,379645182256183974148972356514769823682351749793824615865297431921438567437516298,
...3.7....6.12..8.7...84.2....4...36...5..1...........35.2..7..1..76.8....68.5.4.,982357614463129587715684923597418236634572198821936475358241769149763852276895341,
...9..1.4...12.8..9..6.4....6..8..3....4..271....329......1...98..2..74......76.8,723958164645123897981674352269781435358469271174532986437816529816295743592347618,
..6.3.7.2.....7....5....8....7...9.4.42.......9.....6..2465..8.9.........85..2..3,416938752238517649759264831867325914142896375593741268324659187971483526685172493,
7.46....12.........1..3.56..76..8...52.1.4......27.........2.5..3.781...8...4....,754629381263815947918437562376958214529164738481273695147392856635781429892546173,
..9.6.2.8.74..........48.93.32....1.61......4.......8..........2....1976.4.....31,359167248874239165126548793732684519618795324495312687961873452283451976547926831,
.....12.68.9...5...17.......6...3.7.7.3....9....2..1...9....8..3......5.1.5.6....,534791286829634517617825349261953478753148692948276135492517863376482951185369724,
.......4...1.3..87...8.4..3....17.....69.....7....6.35...4....9.7..81.5.1....3..4,389172546641539287527864193495317628236958471718246935863425719974681352152793864,
63..2..4...9...6....2.....1..8.....9...9.72......64.3.......3.2..6.4.8......3.97.,637129548189475623542386791768213459413957286925864137874591362396742815251638974,
.96..83..82..3.97.7.......42...8179393.4..1...........1.....84...4....17..2......,496278351821534976753916284245681793937452168618793425179365842364829517582147639,
.25.....7...9......76..5...6...8..4..8........49.62.....41..7.9..8.4..51.1.7.8..4,925634817831927465476815293657381942182479536349562178264153789798246351513798624,
2.1......3.41.72............6...5..1.87....4.1...6....5..........8.7..34..23.8.5.,251836497394157268876429513463985721987213645125764389539641872618572934742398156,
9.....563......2.7.......9...3..16.22...5.1..8......7...2.....15..1.7....6.9..85.,974218563385469217621375498753891642246753189819624375492586731538147926167932854,
...94..86..3.......628...1..852...64....8.....1.49..3....314...2.........56......,571942386843156729962837415385271964429683571617495238798314652234568197156729843,
7..6.3.......5712..1..82..52.....9...53..8.7...9...8.6.3.....9.....7......8......,725613489896457123314982765287346951653198274149725836432861597561279348978534612,
.6.....42.......8.3.........9.48..364..3.297.6..5.9..........5.2.9.....3738.4..9.,865791342914236587327854619592487136481362975673519824146923758259178463738645291,
.4.7.18......2....2....8..1......1..8...92...9...3....1....3.7932..6.4.....4..28.,649751832581329764273648951432576198865192347917834526154283679328967415796415283,
....1..6..82...1........4.8....6..3......3624...2.49......8..53.1...6......35.2..,497815362382647195156932478924168537871593624635274981269481753513726849748359216,
..9...6....7......2...7....1...6.3.2.8.9....6...7..8....4..19..6..49.7...18...43.,839245617567189243241376589175864392482953176396712854724531968653498721918627435,
...51876......6.9....4.981.75.96..8....7..4...64..15..58....2..64................,439518762815276394276439815752964183198753426364821579583697241641382957927145638,
........263.....1...........924...873.....4...8...7..3.1..4.69.72.86...18.63.....,951674832638259714274183956192436587367518429485927163513742698729865341846391275,
.27.358.1....2...6.83.71...8.....6.7..........75...1.2..91....5.....2.....1...93.,927635841514829376683471529832914657196257483475368192749183265368592714251746938,
.68...7.4.491.83..2...........24..6...........14.......923..6.....8..12...3.7.8..,568923714749168352231457986387249561625731498914586237892314675476895123153672849,
..94.5....3..2.4..6...93.82....6.543...3.78......5..6.3...4....2....9.....4.8....,829475316731826495645193782172968543456317829983254167397641258218539674564782931,
..67......1.6.2.4.2...543.....5.14......6.........8..5.6.48.72....2.35.1.7.......,436719258815632947297854316689521473354967182721348695163485729948273561572196834,
...7.8..4...23........6..........2...4.6..518...581.......1..32.234...711..8..4.6,635798124971234685284165793518349267349672518762581349456917832823456971197823456,
8.......6.37...2.....473..5...24........8946....5.6..2..4825......9...27......3..,845192736137658294296473185961247853752389461483516972374825619618934527529761348,
74..3....5...78.1...31.....1..4...26....86.71.24...........5....5..4.....3..6..8.,741632958562978314983154762178493526395286471624517893817325649256849137439761285,
.8......5.9..26.8..6..54....4..6.7..95...8.26.....234..3...9........5...6...7...2,481937265395126487267854913842361759953748126176592348534289671729615834618473592,
.29.......8...32.6..1..8.57.15....7.6.........37.......9..825.......1...8..5.61.3,529617438784953216361428957215834679648179325937265841193782564456391782872546193,
.8.9.3..76.32..5...2.87...6..1...6528.2............71...53..2........8.......6.35,584963127673241589129875346791438652852617493346592718965384271237159864418726935,
..1.......43.7.821.....6.3.2....84...6..2...7.......12....85.........3......14.65,591832746643579821872146539217698453365421987489753612926385174154267398738914265,
.....153....25.87.3.478.16..4.....1.2......5.765...34...631......8..........4....,827461539619253874354789162943875216281634957765192348496318725178526493532947681,
.9.....65...785.49.....42..8.64...2.5...916..........1..71.2.....8...1.......95..,794213865261785349385964217816457923572391684439628751657132498948576132123849576,
....8.....1...52..9..3............3.7...1..26......8.7.815.236....9.3.8..7...15..,623187495814695273957324618298756134735418926146239857481572369562943781379861542,
.......1.....65......2...9...15..6..9..7.3....25...734..39..1..6.....4...54..1.2.,568479312192365847437218596371524689946783251825196734283947165619852473754631928,
....74.2528.6.3.....7..2.6.72.........5..9.7..43..6.5.8.4.......6..37......5...3.,396174825281653749457982361728345916615829473943716258834261597569437182172598634,
..1..54.3..3..89.....9....81..25..7.94.7..8.1.....4......4971......2...5......7..,891675423523148967476932518168259374942763851357814296635497182789321645214586739,
.75......1..........46........4........3.97..76.1..53.5.19.4.7.63...7..1...8.63..,375241689196758243284693157813475962452369718769182534521934876638527491947816325,
6...4...53...8.49.87.9.5......1....6.9.6...........187.........9.65..74..3.8..5.1,629341875351786492874925613742158936198673254563294187285417369916532748437869521,
......9..3.......1749.6..8...7...3...1......4..8.45..9.6..9..481.5.......8.3..6..,851472936326958471749163582497816325512739864638245719263597148175684293984321657,
...315.6.3.....9.7......2..5..6.2.7.7..9..........1.262....6........98.3.8.7...5.,972315468345268917861497235518642379726953184493871526234586791657129843189734652,
2....9.13.3.....5.97...1..24...9..38.......4....2.5..932.......7.4.8....1......7.,248579613631428957975361482462197538597836241813245769326714895754983126189652374,
3857...6..6.1..7..7.9...3.8....1.8......6..........9544.63..........7......49.1..,385729461264138795719645328947512836853964217621873954496381572138257649572496183,
51.....97....5.3.1...7..62.3..9.5..2.7.26...9.92....461.........5...1....23......,516832497247659381938714625361945872475268139892173546189426753754391268623587914,
..5..39...3.......4.1.2....6.....2....94..1.....6..5.3..8....9...4.5..821.3.69...,285743916736918425491526837617385249359472168842691573578234691964157382123869754,
.8.....9.........2..6......9...3726..71.9..3..682...5....1.532.....82.75..93.....,782453196435619782196728543954837261271596834368241957847165329613982475529374618,
..69...8..2.61...3.9..42........8.7..4...............691...7..2..4.2....7..3.14.8,456973281827615943193842567539268174641739825278154396915487632384526719762391458,
..........57..2......374............692....1.1.563...7..1.6573...349....54....6..,839156472457982163216374589374218956692547318185639247921865734763491825548723691,
95.......3....4.65..8.3.9.7.4....7.68....7.....7....2.......284.3.......2.4..6.39,951768342372914865468235917143829756825647193697351428716593284539482671284176539,
87..3......4......1...82..9.2.5.7.....8.1..7.3..........189...........452.3.4....,872639514694751238135482769429567381568314972317928456741895623986273145253146897,
.....4...3.5......74.826....9...86472.......9..759.....73...9.8......2.....6.....,186354792325719486749826135591238647238467519467591823673142958854973261912685374,
197..3........1......6......6...894.3.27..61.......2..2..43...971..9.....8...24..,197243865635981724428675391561328947342759618879164253256437189714896532983512476,
89.7....5.4.1...8..15.....3...2.8...5...9.........4....2.35.87..7...93.1....1..24,896743215342165987715982463139278546584691732267534198421356879678429351953817624,
.6....842.4...63..3.2...5..6.7........42....1.2..6.4.8..5..8..4.8....2651........,761953842548126397392874516617485923854239671923761458275698134489317265136542789,
..2.6...........4.4.5.12..6.6.....517......2...9...7.4.1....4.55...7.18...6.9...2,382469517691587243475312896268743951734951628159826734917238465523674189846195372,
......3..9.......5....3.7.9.6...7....9..842..75.....48.....26.7..59...8.34..7.9..,581729364937641825624835719468217593193584276752396148819452637275963481346178952,
5..3....78...9..5...18...293...1.......9..3.....7.......2.8....1.4.7..927..4..5.8,529341867847692153631857429375218946218964375496735281952186734184573692763429518,
....3..1.9..8....3.4.596.....2......136.2...4..5...38..2....8....9....21......645,258437916967812453341596278892354167136728594475961382624175839589643721713289645,
....5....9.73.......1.............9848...2..77..51......519..4.1...7...3.24.3...1,836457219957321486241689735512743698483962157769518324375196842198274563624835971,
...4......2...37.8.39.7.4..9..5..3.7.........1........47..852.3..1.2....3...9..51,715468932624953718839271465968512347253647189147839526476185293591326874382794651,
..5......4...86517....2..4.......628...4..7..6.9......7.....4..9...4......8.9..52,315974286492386517867521943574139628231468795689752134723815469956243871148697352,
43.6...9....32...6..6.8.2..8..5..164......952............25...9....498.....8..52.,432615798958327416716984235873592164641738952529461387187253649265149873394876521,
5......1..78.4.52.13..65...6.4.8...........7..........2.....75...5.2.1.....4.183.,546278913978143526132965487654782391891634275327519648213896754485327169769451832,
..21..5......7..8.........1....5.8........625...43..7.5.1...2..43.58.....8.31...6,872163594164975382953824761719256843348791625625438179591647238436582917287319456,
35..........947.............8.6.2.479..8...6...57......3.4....8.....9.2...435.6..,359261784816947235472583196183692547947815362625734819731426958568179423294358671,
....73....81......3..58..4.7.6.....351........2..54.......27....453.6..2..2....6.,259473186481962735367581249796218453514739628823654917638127594145396872972845361,
.......6..13.7...484..1.7....2.6..4...6...9.23.8..9..1.3....27.7.......8.....7.96,527834169613972584849516723192365847456781932378429651931648275765293418284157396,
.81.....6.65................76..2.1.1..8....78..97.4.294...8.....21........2.5.79,381529746765483291294716853476352918129864537853971462947638125532197684618245379,
...6..4..2...91.3...675..91.....9.52.75..3.4.1.......9...1..5...........35....27.,519638427287491635436752891643819752975263148128547369794126583862375914351984276,
........45.7...3.9.........1.5.4...76....31..4...2.6...1..39.56796..2.3.3...7.4..,823917564567284319941365278135648927682793145479521683214839756796452831358176492,
43...5.627...3..8.....4..9.6.749..3..53.28.....9....2........5.......6......7.94.,438915762791236584265847391627491835153628479849753126384169257972584613516372948,
4.......6.86...1951.9...4.3.....1....1.3........59.....5......48..91.5...2..4.68.,435129876286437195179856423593261748618374952742598361957683214864912537321745689,
.3.2.6.......7.....9...4.2.9.812.......4.....27.....8.8.63.9..4.....2...4..8...1.,734286159582971346691534827948127635163458792275693481856319274319742568427865913,
.81..365.........89........2..8....6...7.2..1...31..89...179..3.......7......592.,481923657327561498965487312219854736836792541754316289542179863693248175178635924,
...3....1.37.....2.1..85..48.2.59......41......3..2..7...9.....92..371.....1...8.,285374961437691852619285734842759613796413528153862497361948275928537146574126389,
..8...5...1..2.7..2.9.....6.3.1.....8..97..6..75.3...9........3...3.61.2.5.....8.,768493521513628794249517836934165278821974365675832419182759643497386152356241987,
7..2.4...3895.72...5.3..8..........44.8.7.1.9..21..38.1......9.....21........5...,716284935389517246254396871971853624438672159562149387143768592895421763627935418,
