Puzzle,Solution,
.3.2.....7.2.8...5...9...7..........2.5.1..9.876.9.3.2.13....8.....5...1.2....5..,439275168762481935158936274391827456245613897876594312513742689684359721927168543,
.2.8......5.........674.3....4.8..2.9.23....6.8.5..4......5..39.....7.....36..2..,327865941459123678816749352534986127972314586681572493268451739195237864743698215,
.47.5....325.4...61..3.....5....6..1..3.7.....8...46...12...8....6.1...3...8.7...,947651238325748916168392574574286391693175482281934657712563849856419723439827165,
.53..84.6.8975.2...72.......2.9..63.......7.9........2..4...3.5...8.6..7...3.....,153298476689754213472613598725981634318462759946537182864179325531826947297345861,
........87.6....13...67.2..38.1....6......43.2......71....436..9...8..42.....1..9,459312768726894513831675294384157926197268435265439871512943687973586142648721359,
.3541...7.....72...1.3.6.5..5....3.2..6....914.1....7.2....16.............9.34...,835412967694857213712396458957168342326745891481923576248571639573689124169234785,
.4.....5.3...1.....278.61........728...7....4....2.5..254.3...76......13..36.....,941372856386519472527846139465193728812765394739428561254931687678254913193687245,
9.......8.7859....31..7.5.9.....41.3.5.......6...1.7.5.......4.5...6...71.....6..,925136478478592316316478529289754163751683294634219785867325941542961837193847652,
58...9324..3.8...9..6.....57...24.9..9.8..7.....7.6.8.....4.....6........49..2..8,587169324413285679926437815738524196694813752251796483375948261862351947149672538,
.........3.9.....68...46.3....42.7.....9...6497....2.8..56..942..2....5.....3....,546379821319852476827146539163428795258917364974563218735681942682794153491235687,
.6.....7........42..129.5....9..4.1.....734...1.....6..96.31.....5..2.9.....6..57,962345871537816942481297536279654318658173429314928765796531284145782693823469157,
...81.52.3..5.2.....87....3......65..7......1.3.2.....78.....3..1.....4....16..7.,967813524341592768528746913894371652275684391136259487789425136612937845453168279,
248...56...........69.....3..5.....6.3.5...7.9.78...4....48..3......67.27...9.4..,248931567371625894569748123825374916634519278917862345152487639493156782786293451,
.......35.859.7...7......9.1......2.......8179....83...7..89..12....3.....12.54..,419826735685937142732541698168374529543692817927158364376489251254713986891265473,
.....6..434...2.....2....61.274...9....7.3.......9.4..9.5.71....3......66....9...,718956234346812759592347861127468593459723618863195427985671342231584976674239185,
5....8....1.34.......6..943..51...8.3....64.2.9..321...........1.....5...86.2....,534298617619347825827651943265174389371986452498532176753819264142763598986425731,
..82..3.6...1......26..9..8..5831.....3..5....9..2....8.29....176.........95...2.,918257346374168259526349178645831792283795614197624583852973461761482935439516827,
8......499....87...24......2.6........8....74.3.....85.6.8.39..5..4.68.......7.6.,873652149915348726624971538246785391158239674739164285462813957597426813381597462,
......94.......1.32...1..5.7.....428.........13..5.....83.24...5....7.9.41..93...,351876942698245173274319856765931428849762531132458769983524617526187394417693285,
148.....52...4...7...8...6.....9....8.5.....4.......2.9....6.726.4....59...15...6,148967235263541987597823461326794518875312694419685723951436872634278159782159346,
...6..1...19.5......4.28.5..2.4..6..7.....429..1.....8.82........5..2..74.....8..,253697184819354276674128953928473615736815429541269738382746591165982347497531862,
..2.9...4.8..4.5.21...5...729.....8...5..1...4....7....4...9...8...3....75...4...,562798314987143562134652897293465781675981243418327956346879125821536479759214638,
..3.2...19..7.6..3...5..6.....815....6.9.....1...63...........52.1..78..38.....9.,653429781914786523827531649432815976568974312179263458746198235291357864385642197,
.9.7...3..7....186....1....9....57....519.26..8.32..5....68...9.....18.....9...15,198756432574239186263418597912865743345197268786324951451682379639571824827943615,
5..8.346....75........6..2.6...........5.21......1..7.2.....53..8..74...........1,571823469426759318839461725618947253947532186352618974294186537185374692763295841,
...62....287.4.....5.........6..479......534.8.........38...4....92.3.......76...,391627854287549631654318279516834792972165348843792165738951426469283517125476983,
...2..3....6..8....213.58...93.2.....1.8.3..7.7..5...1.....96..5...8......8....13,789214356356798142421365879693127485215843967874956231147539628532681794968472513,
..8..73..16..........8.5.16...3...75....9...1.....18......5.43.3..6.4.595....9...,258167394164923587739845216421386975873592641695471823916758432382614759547239168,
...13..6....9......21..7.3.7.8....931.....47.......8..4..8....68..6..31....319...,574138269386952147921467538758241693139586472642793851413875926897624315265319784,
......8.56.485...1.2.4..3...42......1.5..9......1......61....8....5..4.69........,719326845634857921528491367342768159175249638896135274461972583287513496953684712,
.3.7...9..5...67..1.2..4.....6.2...5...1....4..5.9.3....3....62....7.43...1......,634758291859216743172934658416823975397165824285497316743589162528671439961342587,
53.2.9.....863........4.76..9.86..2.........74..72.3.9..........7......4.24.8..3.,536279418748631952219548763397864125852193647461725389983456271675312894124987536,
..2........4.83.7....4.....17....6..3............51..42..1..8.3.5.2..4.6..85..7..,632917548594683271781425369179342685345869127826751934267194853953278416418536792,
.....4....6.3.......169.52..1....9.85.4...2......2..54.8.9.3.....51...9.6....2...,958274136762315489341698527213546978574839261896721354187953642425167893639482715,
...3.........91....1..4..9.6....2...98.7.4....23.8......69...4..9...3.717..6...8.,469357128257891436318246597674532819981764352523189764136978245895423671742615983,
..9.6......4..7..6...3.8..1.73.9.6.4.4.....1..98..1..2...6.4..9.......83....8....,319265847284917536756348291173892654542736918698451372835674129461529783927183465,
..........2....1....3.59.4.......4..1.84..3........518.35.1..927..9.2....82..57..,614273985529864173873159246396581427158427369247396518435718692761932854982645731,
89.2..1...4.........35.4.......45...9..72...5...9.3...5.8..92..7.218..4.........8,895237164147698352623514897371845926986721435254963781568479213732186549419352678,
.5.4.39...9....2....8.........3..42..2.51.8.3....64.5...16...........5..6.2....1.,256483971397156284418792635165378429724519863839264157581647392973821546642935718,
..8...63.75...1.....473....5....97...6..5.4...41.8..9.....9.81.......3....6....4.,128945637753861924694732158582419763967253481341687295475396812819524376236178549,
3.2.6..1..6..3..47.147....29.5173......4..........9............15..4.7....361.29.,372564918869231547514798632945173826738426159621859374297385461156942783483617295,
...9............59.....216.8.....5..3.62.58.12..1.7.3.1.25....8......9..6..79..15,461953782728416359935872164814369527376245891259187436192534678587621943643798215,
........3...93..589.5....41.1...4.....8.....5...3.72.....5...3...127...9..9..3...,187465923624931758935728641213654897748192365596387214872549136351276489469813572,
.3....4.7..7....91.4..8..2..5..3.1.9......37.98.....5232.....1......8.....1.9...8,832915467567342891149687523754236189216859374983471652328764915495128736671593248,
..5.8.2..294....6..13........1.6.....8..4....32.1......5842.63..4....81....5.....,765384291294751368813296754471863529586942173329175486158429637942637815637518942,
3...1.4..24....96.67...4......79684.9..2..3.......1.7.4238..7.......2.........6..,389617452241583967675924138132796845957248316864351279423865791796132584518479623,
...2....3..693..1......6.....3679...2..4.......5...6.9..4123........5.4..327...91,978241563456937218321586974183679425269458137745312689894123756617895342532764891,
26.9.....5.76.4.2..4978...5...5..3.6...........4..9...6.....4..7..3....2....7..69,268953714537614928149782635971528346856437291324169857612895473795346182483271569,
.6...59.8.......4..2.......48.5.2..7....4..9.........1.562.7...8..6.97..7..8..5..,164325978578961243329478156481592637237146895695783421956217384843659712712834569,
.1...97.2374........5....16..74..16.4.2.......5..37.......2..7....19.......5....1,816359742374261589295748316937482165462915837158637294541826973723194658689573421,
59....1....3....9.....1.8.....9.13...2.8..4566..4......5.3...4...16.82..9.2......,594783162813246795276519834485961327129837456637425918758392641341658279962174583,
.......7246......1.....8....72........1.2...99..4....65..1..9.......26.819..6.4..,389641572467235891215978364672859143841326759953417286526184937734592618198763425,
...26...1..4135.8..2..8.53....5..32..4....86.........42.6..89......2..4..8..9.6..,835269471764135289129784536918546327347912865652873194276458913593621748481397652,
6..8.7..9..5.9......21.65..9...6.....8.....9.....7...8269..475..4....6......1....,634857219715293864892146537923468175187532496456971328269384751541729683378615942,
7......5.2.6.4......8.26.476...75....75..1..6.....98....4....1.5.........196.....,743198652256743189198526347682375491975481236431269875364952718527814963819637524,
3.5..8.1.....2.4.792..........3..25..5...29.11....7...........523....1...8..7...4,375498612816523497924761538798314256453682971162957843641239785237845169589176324,
2......6.1.6.48......56......58..3.4..8..31.53...9...8..1654......9..........1..3,254319867196748532873562941915826374628473195347195628731654289582937416469281753,
3..2.....5.6.....2...35...8....6..9.....4.7..62....5...8....6.49.38..2....5....3.,348279165596481372271356948857162493139548726624793581782935614963814257415627839,
...3.9...8.1.5...935.8...........925..8.......3.297.1.....287.1.......4......1.52,472319586861754239359862174714683925298145367536297418643528791125976843987431652,
...6...79..2.......617.4..229....7..1.4....8...8...9266..3....1.....9.6..39......,543682179782913645961754832296835714174296583358147926625378491417529368839461257,
28...6.5.......4.8...2......3...28..52.61....6.8...5....4..1...3....9...162..5..3,283146759716593428945287631431752896529618347678934512894361275357829164162475983,
.............2.546.65.9.1..2.4.5..7....2....97.8..6.........9......628.4..18....2,412685793987123546365794128234958671156237489798416235823541967579362814641879352,
..........3.617..21..52..38.8.365..197............1....9...6...612.38.....5......,529843176438617952167529438284365791971284365356971824893456217612738549745192683,
..46.2.......7..9..7......5.9.2..1...6875....74...68........51...1.9.62.........7,954632781216875394873149265395284176168753942742916853427368519531497628689521437,
.2...4..8.9...65..........468...9..3..4.389.65..4.1..........2.....8....862....19,125974638498326571376815294687259143214738956539461782741693825953182467862547319,
.2.....8.4..2..1....19......5..18...28.35......6......1.......6.....4..59.38.....,627541389498236157531987462759618243284359671316472598145793826872164935963825714,
....8.9..6..1...3.89...6...2....1.64..4..5...9..3.....18..4.....56.2..........3..,543782916672159438891436572235891764714265893968374251187543629356928147429617385,
....8..75.....7.8...95.24..6....9..2..2.3.7....8.4..3..97.2.......478...3........,261384975435197286879562413643719852912835764758246139197623548526478391384951627,
..4..81....86.4..79..2...8..8..6...........7..12..7..32..4...1.....9..6.3.61....2,524978136138654297967213584783569421459321678612847953275436819841792365396185742,
............72.685...5.63.......1....32.85.....42.....8.64.7.3.2..8..17.3...5....,657138294913724685428596317589341726732685941164279853896417532245863179371952468,
.39.....7.8713..........19....3.6.......4.58..4.8........67.........4958.......4.,139465827287139465456782193918356274362947581745821639594678312673214958821593746,
.92....4.75..6..216......59.....9....6.2.5...5..6.8......7...14....528.7...4..5..,192537648758964321634821759827319465469275183513648972385796214946152837271483596,
9.3.1..26....695.....32...4.16....93.........8.9.3.1...5.2...1...8....4...48...5.,943518726782469531561327984416785293375192468829634175657243819238951647194876352,
..5..1.4.........2.76...9......14.6..2..8......467..9....89...776.......1.....5.8,285931746941756382376248951897314265623589174514672893452893617768125439139467528,
...9.35....5....2.......837.9..82...31....4.8.....5....57...9.41........4...71.8.,871923546635847129924156837596482371312769458748315692257638914183294765469571283,
....9.........47...8961......34.7..6.58..39.4......3...6....4.....3.5..8.......15,534798162621534789789612543913457826258163974476289351865921437142375698397846215,
8........5...97.......54873.7.............4..9...76..5.6.3.8.5..1....3....3...718,847623591531897642692154873375481926126539487984276135769318254218745369453962718,
21..8.....79...182..6.................3.....7....652....592...8..7..3..1.2.1..53.,214589376579634182386271954762398415953412867841765293135926748497853621628147539,
.5..792..3...4....9.4....8.472..8.9..6..3....5.............3..2.....47.38.5..7...,658179234327846915914325687472658391169432578583791426746913852291584763835267149,
.34.67.2...2..1...5..23.4......5.........9..49.6.4.5....9....76.7...5....2......3,834567921762491385591238467347152698215689734986743512159324876673815249428976153,
...1.8.....2.39...5...6...29.....63.7....3....5.28....36..5......7..156.8....2.1.,674128359182539746539467182928715634716943825453286971361854297247391568895672413,
26.5...78.49.2.......47..2...5....4....7....6......9.7...9451.2.....8.....8.1..9.,263591478749823561851476329175689243392754816486132957637945182914268735528317694,
6....7....8..5......71...8....9.3.1..6.8..45.......879.7...9..5..........3.4..16.,691387524483256791527194386758943612169872453342561879874619235216735948935428167,
.....1862....483.5....2.........7..82..4.31..47.1..6...87..5......3......3..76...,945731862721648395863529714316957248258463179479182653187295436692314587534876921,
...7....172.....353...954..1..36..7229.5...13.............4.7.............4.5..9.,459736281726418935381295467145369872298574613637821549912643758563987124874152396,
..2.5.47..8..4....4....31.2.......85.1....3.........4..9541...33....2...84..75...,632951478189247536457863192763124985914586327528739641295418763371692854846375219,
.7....3....4..2.1.8...7.....4..83.7.2...4...9....9..836..9.....938........2.1....,176459328394862715825371694549683271283147569761295483617934852938526147452718936,
.1823..65..215.78.....87.......7.84...6.....1.8.523.7.2.........6.........5..8...,718234965932156784654987132529671843376849251481523679297365418863412597145798326,
..24....3...2.....43...7.626.1....24.......76...9.........2....143.5....7...9.3..,562489713817236459439517862681375924395842176274961538958723641143658297726194385,
2....9.41.....46.8..1....5......8.64....17....794........7.2.......81..2.8..9...5,258679341937154628641823957125938764364217589879465213513742896796581432482396175,
5.9........8.4..5.7..3.......3....9....5....7..68.....86..9.3.2...7.468..27......,539218764618947253742356918253471896981562437476839125864195372395724681127683549,
4....62......9..4.98.......7....96.8.6.....5....7...941.482.........5.....6..18.7,413576289675298341982413576741359628269184753358762194134827965897635412526941837,
..8.64.7...5.......1687..3....4.9..6......1.....71..5.....458.9...1..3..1..6..7..,238564971745931628916872534371459286564283197892716453627345819489127365153698742,
6....3.1....48...6.3..9.4..1....7.82.49......8..6...7........6..879.....4.2......,694273815271485396538196427156347982749821653823659174915734268387962541462518739,
8....7....7.5....4...4...16....4.....15....3.6......2...617.8..28......13...5..4.,864917352173526984529483716932841675715269438648735129456172893287394561391658247,
......3.8..1..........9...25..........8.4...6.1..829......348.96.4.1..5.....29..4,259476318341258697867391542572963481938145726416782935125634879694817253783529164,
9.......4.26..75.....6.5..7.....3...3..9.2.56.9..4..7.8..3..29....26........5...8,957821634126437589483695127615783942374912856298546371861374295549268713732159468,
..........4.....7..8.69..4..1.....9...98.24..5.7...61..9.428.6.4.....9..6....5.2.,756184239941253876283697541814576392369812457527349618195428763432761985678935124,
.8..........5...2.........15...4..9.6.4..5..3..9.16..8.2...4.....1.6.834...89....,382471965196538427745629381518342796674985213239716548823154679951267834467893152,
....6..1...6...3..4219.......369..51.58.4...6.9....2..8.......4.1.2......62.1....,935768412786421395421953687243697851158342976697185243879536124314279568562814739,
...9.....1..68.2.7.....256.....4...9...5..7..9.4127.....7.5..............6.2..981,726935418153684297849712563578346129612598734934127856397851642281469375465273981,
.9...32.....8.........563.4..4....3...8...4....2...96....6.9...51......34...8...1,895743216643821759271956384764592138938167425152438967387619542516274893429385671,
4...73..55.86.4....37..5......4.........3.1.2......873....1.2...7.85.31......7...,491273685528694731637185429713428596865739142249561873384916257976852314152347968,
.....74.6.9.....5.751.....8.16...98..47....6.......1.......8..1..245........6.2..,823597416694381752751624398216735984947812563385946127539278641162453879478169235,
.4..68...7.6...5...8....9..8...72.39.345.................2...5...26.9.8..5..8...7,549168723716923548283745916865472139134596872927831465398217654472659381651384297,
69......1...23..8...18...5......51..5......2.4.9........4.....9.563......8.59...3,698457231745231986231869457863725194517943628429618375374182569956374812182596743,
8........2..7...59.5........9.......7..9...26...4.5.1.1...7......2.1487.6..2.9...,879546231263781459451392768596127384714938526328465917145873692932614875687259143,
172...5..8.......2.94....1..4....1......652.8....27.6.9.......5.2.......41.7.9...,172346589853971642694582713246893157731465298589127364967218435328654971415739826,
..8......9...2.8..6..95..4...97..1.......6...8...4256.4.......7......25.2..5....8,158437692934621875627958341369785124542196783871342569485263917793814256216579438,
......3..95.....8...2...1...8.7.6..5...5.2...1...9..3.796..8...8.....7.......92..,418965327957321486362487159283716945649532871175894632796248513821653794534179268,
......7...4......2..64.....7..8..2..1...6...85...1..96.....2457....91...2.5...1..,851926734947135862326478915763859241194263578582714396619382457478591623235647189,
9.12.3.............3.17..............2.36....79....8...8.7..29....81.....1362..5.,961243587847596312532178469354982176128367945796451823685734291279815634413629758,
.9..4..6.1.6.9.2.8..3.21..97..3..8...4.9.7..6.1...4.7.6.1....23..4...............,297548361156793248483621759765312894842957136319864572671485923524139687938276415,
..74...32...9...5..9...5871.42.93.87..17.4......8...1.....3............8.792...4.,157486932328971654496325871642193587981754263735862419814639725263547198579218346,
.....584...2.1.....1.9...5..3.6...2..4..5.6..........91.85.2....5...8.3...3.6..9.,967325841582416973314987256831679425249853617675241389198532764456798132723164598,
94..................7....91..9.576....64......8.6.3..43...7..58....3..1.8.5..1.39,943182567158796342627345891419857623736429185582613974361974258294538716875261439,
.............5.4.7...7...2....3..1.......78.5....4.67.3.186...45.7.3..1..26..538.,175624938832951467964783521758396142643217895219548673391862754587439216426175389,
.....1..6..8..5.7.2.3...9.1.6....2....1.....8.2..58.6........9.......5.395..82...,495271386618935472273846951869713245541629738327458169132567894786194523954382617,
4.......5...7..........32.....5..7..71...8.63.54......3.2..5..48..2..3......6..1.,476982135923751486185643297238596741719428563654137928392815674861274359547369812,
..7....4139.6......6..85..3....7.3........8.6..6..9.75.8..3........4....9..1.....,857293641392614758461785293528476319749351826136829475285937164613542987974168532,
.7...6.9..23...68.....87....52....76...9.............4..4.9..2.3972.8.....8.4....,875326491123459687649187532952814376436975218781632954564791823397268145218543769,
....4..9..6..1....4..7...65.9.3.6.4...58..1..3...7........8.....361.4...51.......,253648791769215483481739265197356842645892137328471956972583614836124579514967328,
.....8.....3......8....2.1..74.268.......9.6...2...79.1...4.9...4...328...68.7..3,417658329293714658865932417974526831381479562652381794138245976749163285526897143,
.3......47..3.82....6...9..1..8.7.3.2...9..4...72.6.1.472...............9.3.1....,831529674794368251526471983169847532258193746347256819472635198615984327983712465,
......1.7.......9..521.....53..4......63.14.2...69.7....1..32566..9...1.......3..,869534127417862593352179648538247961796351482124698735941783256673925814285416379,
45......6..2.......3..1.492..6..2.....179...3...45.9...63.....5...53....97..4....,459327816182964537637815492396182754541796283728453961863279145214538679975641328,
.....8.....6..12.44.57.....2...35.8.......7..5....6...8..6.3.1.7.3.....5...1...2.,172348596386591274495762138247935681968214753531876942829653417713429865654187329,
619.......8.....1.7.3..9.....7.5.63...67.3...5..6..89..2..1.......3.....9....6..2,619834275284567913753129468197258634846793521532641897328915746465372189971486352,
.....58.3......59.........74829....5.5..2.73..7.......1....4...9..5......2..87..4,296715843734862591815349627482973165651428739379156482167294358948531276523687914,
.68.174....7.6....1528......1......9......7.5..............8..7.765...2...5...916,968317452347265891152849673514783269689124735723956184291638547476591328835472916,
2.156.7..7........654...1...........9.76...8254..1.9....57....8.2.9...........26.,281569743793241856654378129832497615917653482546812937165724398428936571379185264,
..4.....63.16.75....5.....914.9.....723....................19.7....7.653.9.56.4..,974325816381697542265184379148932765723456198659718234536241987412879653897563421,
..4..9..2.3.....591..56473.........121.....9..9..4.5.......1.7...6.529..........5,574389162638217459129564738467925381215738694893146527352491876746852913981673245,
.3.....95.9.72.1..5....1.74..4......7..54...6....32....7.6....1.5.......2...5....,137468295496725183582391674914876352723549816865132947379684521658217439241953768,
......2........1......9.....1.5.....5..7...3.76.8....5..81.3.97..9.5.32..7..8.51.,937418256425376189681295473814539762592764831763821945258143697149657328376982514,
.8....5....4157........3.....3.7...98.....1..92.41....2..5...91......3...372....4,781942536364157928592863417413675289876329145925418673248536791159784362637291854,
...89.3.23.....5..8.5.2..........4..2..937...7.3.......2....7..67......9..8.64...,467895312392671548815423697189256473246937185753148926521389764674512839938764251,
..6....1.....3159.....94....45.....72......6..3.71...2.6....7.1.72....3.....7.45.,396527814724831596851694273945362187217948365638715942569483721472159638183276459,
5..942.....9..5..7...........12......9..8.24......618.21....8....4.....568.....1.,578942361169835427423617598841293756796581243352476189215769834934128675687354912,
..3...19...9..7..44.56........31.......2.6....2..7.91.....543.7..1....4......3.2.,673842195219537864485691732854319276197286453326475918962154387531728649748963521,
.71..9.8....2.........68..23.91...64....86..7.2.9..8......4....718......96.......,271439685856217349493568712389172564145386297627954831532841976718695423964723158,
..521...33...5.91..716.9...6...4..7....9..5...2.1..3.6.5.......7........4...6.257,945218763362754918871639425698345172137926584524187396256471839783592641419863257,
......2...72...8.........5...3..8.....42.9.....1.5.7.4.1..2.3..9..7..18......5.92,546897213372561849189342657253478961764219538891653724418926375925734186637185492,
.49...2..8....279...........934......2.58...7.....9.13....5.8.1..5......7.......4,149765238836142795257938146693471582421583967578629413964357821385214679712896354,
.........94..3....52..8.74...1.......795.....45...3..923.7..48...4.5..1..1.82..9.,168475932947632158523981746381297564679548321452163879236719485894356217715824693,
..9.........7.9.36...18....7.....8...5....6.33.2.68..92..93..8......79.58...12...,539624178481759236627183594746395812958271643312468759275936481163847925894512367,
.5..1...3.8.....2....3...482.9.61.5...1..8.32....9...1..6..5.8....489..6.........,457812693683954127912376548239761854761548932548293761376125489125489376894637215,
.4.......3......54..6...7....576.......8...1.8....23..4.82.71357.....6..1.2.....8,247385961389176254516924783935761842624839517871542396468297135753418629192653478,
...2....44..3.5.27..5....1..9..2.......1.4.75.3.5.7.8.9...1....7......9..2....45.,389271564416385927275946813597823641862194375134567289958412736743658192621739458,
....98.3..8..3.2....721.9..2..76..9.7.8...............9.1.74..8.....96..642.8....,426598137189437256357216984214763895768952413593841762931674528875329641642185379,
.4..1.5..71.5...3.58...34...2....3.7.............7...2.783...9.3..4.9...1....8...,643817529719542836582693471421985367967234185835176942278351694356429718194768253,
..85....3......7..6.79..........8...3.2.1.9877.6.9...5.......1..1.23..5....8....9,128576493495123768637984521951748236342615987786392145573469812819237654264851379,
9.6...3.........18..7..34....9.617..6..2.7..4.8.93...........8.2......79......2.1,946182357523746918817593426459861732631257894782934165175429683264318579398675241,
3.94...61........8.6....53..8..34....1685....2...96.5.8.....413..1...289.........,329485761754361928168729534587234196916857342243196857895672413671543289432918675,
.58..............16.9.....8.83.1...7....9.....4..57.831....5....9..3...47..4..316,458971632372846591619523478583214967267398145941657283134765829896132754725489316,
..3..21.56..1......9.4...2......32.9.7......4..4......7.....6...3.57..91...2.13..,843962175627158943195437826586743219372819564914625738751394682238576491469281357,
6.5......94..3.....1..9.65.1....5.9.3.4.61.75.....9.264.....91..3......2.......6.,625187439947536281813492657162875394394261875578349126456723918739618542281954763,
...18629......2....6..9....8.....179.......4....5.9....5......41...7.8.5..9.6..2.,574186293983452617261397458845623179392718546617549382758231964126974835439865721,
.5..3...4..46....2..2...957.....5....674..5.9......3.......4768.....84....327....,859732614714659832632841957348965271167423589295187346521394768976518423483276195,
6.....4...4.79.2..25.4.698..789..56.4.....8......6.7.......3......6.2....2.87.6..,619285437843791256257436981178924563462357819935168724786543192594612378321879645,
..8...5..3...1..9.5.......82.5.....3....96...961..5..2....3..4..8....329.......16,648729531327518694519463278275841963834296157961375482192637845786154329453982716,
.32.48.6...765......4..2..7..14....536....4...45.638..51..8..........1....8......,932748561187659243654132987821497635369815472745263819513986724296374158478521396,
8.5..9.....9...2...2..6........8.....8...13.5..3..69.......8...3782.5..129.13....,835729416469513278127864539954382167682971345713456982541698723378245691296137854,
......8...75............3....172..58..98......3.1...4.5....8..7.2.3.1.....3..94..,164937825375482691982516374641723958259864713837195246596248137428371569713659482,
........536..1..7.....34.....53....2.......9....2694..4...2...1..9....6.6..75...9,214697835368512974597834126945378612826145793731269458473926581159483267682751349,
...18..9..4..93.7.6..2..1.49................673....4..426.79............179..83..,257184693841693275693257184964735821518942736732816459426379518385421967179568342,
..5.....2.4.9...8.83..1.7...71...4.......7.........35..8.17.2.....5.4..92...8...3,195748632742936185836215794971352468453867921628491357589173246367524819214689573,
...6........4.....7...9..5..3..78.45.2.....36......9.79...34......2....936..5....,583627491296415873741893652639178245827549136154362987912734568475286319368951724,
..1...58...6...1...25..8..4.17.......5.....48648...2...3.6.4..1.......62...81...3,491326587386547129725198634217485396953261748648739215832674951174953862569812473,
..9...........8.3......4.894....1.7...1....5.5.3.7...6..4.5.3...7.1.9..51....7.6.,849365721257918634316724589462591873791683452583472196924856317678139245135247968,
..2...4.8....6..5.....5.176...92....594.......7.........7..96..42...5....8.21....,652197438713468259849352176368924517594671382271583964137849625426735891985216743,
.6....3.949...51.817.....4.....34...9..81.....1...7......64..5.3...8.7........4..,568421379492375168173968245856234917937816524214597683729643851345182796681759432,
87......6..2..1....694...7..98........6....517..95....6.1....27.2........4....618,873295146452761839169483572598132764236874951714956283681549327327618495945327618,
.1....47.7......92.6..4.1.......68.....184.....1......69.8..7...7.5.2..8.8.....26,218695473754318692369247185537926841926184537841753269692831754473562918185479326,
..1.59...2............1.3.........7....6932...5..2..1.32....94..4...7.6.6....57..,781359426293476581564812397432581679178693254956724813327168945845937162619245738,
...47.5.......1.7.....8....5.3..2..11......5.2897...433.2......7.8193.2......4...,831479562695321874427586319573642981164938257289715643342867195758193426916254738,
..9....4..34.....528......1.............683..6....9.1.8...9.63..1....28.9.2.....4,569812743134976825287345961728134596491568372653729418845291637316457289972683154,
.....4....72.9153..3..6.1..7.....95...6..72...1..4...3..1.........5..69........7.,169354827472891536835762149724613958356987214918245763591476382247538691683129475,
.5....6..82......5.....3.1.3..21..9..6.....3.....7...29......7..7..9...6.....5..8,159427683823961745647853219384216597762549831591378462935682174278194356416735928,
.721..5.........6...3.67.2.8....3.....9......3......197....5..12....6.9.96.7...38,672149583594238167183567924817693452429851376356472819738925641241386795965714238,
.8..6.1.4...9.7..89...1.6.....683..2....2.7.....7.9.6.7..14.8.....3.....1....2.4.,387265194461937258925814637574683912639421785812759463753146829246398571198572346,
..5.....8978.4.........1.2.......1..7.45.....5...8.792..14......4......33.9...87.,125796438978243651436851927682379145794512386513684792851437269247968513369125874,
......37..138.5.....6..9....6.....177.54..6.94.......8..7......95...6..3.....8...,894261375213875964576349281369582417785413629421697538637154892958726143142938756,
...9.2.....4....3...158....9...64.21.8.1..........9........85...1.65.....62...9..,378942165254716839691583274935864721487125693126379458743298516819657342562431987,
